"SITE_TRANS","YEAR","siteID","yrID"
"AQUE_2",2016,5,17
"AQUE_2",2017,5,18
"AQUE_2",2018,5,19
"AQUE_2",2019,5,20
"AQUE_2",2020,5,21
"AQUE_2",2021,5,22
"AQUE_2",2022,5,23
"AQUE_3",2001,6,2
"AQUE_3",2002,6,3
"AQUE_3",2003,6,4
"AQUE_3",2004,6,5
"AQUE_3",2005,6,6
"AQUE_3",2006,6,7
"AQUE_3",2007,6,8
"AQUE_3",2008,6,9
"AQUE_3",2009,6,10
"AQUE_3",2010,6,11
"AQUE_3",2011,6,12
"AQUE_3",2012,6,13
"AQUE_3",2013,6,14
"AQUE_3",2014,6,15
"AQUE_3",2015,6,16
"AQUE_3",2016,6,17
"AQUE_3",2017,6,18
"AQUE_3",2018,6,19
"AQUE_3",2019,6,20
"AQUE_3",2020,6,21
"AQUE_3",2021,6,22
"AQUE_3",2022,6,23
"AQUE_4",2001,7,2
"AQUE_4",2002,7,3
"AQUE_4",2003,7,4
"AQUE_4",2004,7,5
"AQUE_4",2005,7,6
"AQUE_4",2006,7,7
"AQUE_4",2007,7,8
"AQUE_4",2008,7,9
"AQUE_4",2009,7,10
"AQUE_4",2010,7,11
"AQUE_4",2011,7,12
"AQUE_4",2012,7,13
"AQUE_4",2013,7,14
"AQUE_4",2014,7,15
"AQUE_4",2015,7,16
"AQUE_4",2016,7,17
"AQUE_4",2017,7,18
"AQUE_4",2018,7,19
"AQUE_4",2019,7,20
"AQUE_4",2020,7,21
"AQUE_4",2021,7,22
"AQUE_4",2022,7,23
"AQUE_5",2001,8,2
"AQUE_5",2002,8,3
"AQUE_5",2003,8,4
"AQUE_5",2004,8,5
"AQUE_5",2005,8,6
"AQUE_5",2006,8,7
"AQUE_5",2007,8,8
"AQUE_5",2008,8,9
"AQUE_5",2009,8,10
"AQUE_5",2010,8,11
"AQUE_5",2011,8,12
"AQUE_5",2012,8,13
"AQUE_5",2013,8,14
"AQUE_5",2014,8,15
"AQUE_5",2015,8,16
"AQUE_5",2016,8,17
"AQUE_5",2017,8,18
"AQUE_5",2018,8,19
"AQUE_5",2019,8,20
"AQUE_5",2020,8,21
"AQUE_5",2021,8,22
"AQUE_5",2022,8,23
"AQUE_6",2002,9,3
"AQUE_6",2003,9,4
"AQUE_6",2004,9,5
"AQUE_6",2005,9,6
"AQUE_6",2006,9,7
"AQUE_6",2007,9,8
"AQUE_6",2008,9,9
"AQUE_6",2009,9,10
"AQUE_6",2010,9,11
"AQUE_6",2011,9,12
"AQUE_6",2012,9,13
"AQUE_6",2013,9,14
"AQUE_6",2014,9,15
"AQUE_6",2015,9,16
"AQUE_6",2016,9,17
"AQUE_6",2017,9,18
"AQUE_6",2018,9,19
"AQUE_6",2019,9,20
"AQUE_6",2020,9,21
"AQUE_6",2021,9,22
"AQUE_6",2022,9,23
"BULL_1",2000,10,1
"BULL_1",2001,10,2
"BULL_1",2002,10,3
"BULL_1",2003,10,4
"BULL_1",2004,10,5
"BULL_1",2005,10,6
"BULL_1",2006,10,7
"BULL_1",2007,10,8
"BULL_1",2008,10,9
"BULL_1",2009,10,10
"BULL_1",2010,10,11
"BULL_1",2011,10,12
"BULL_1",2012,10,13
"BULL_1",2013,10,14
"BULL_1",2014,10,15
"BULL_1",2015,10,16
"BULL_1",2016,10,17
"BULL_1",2017,10,18
"BULL_1",2018,10,19
"BULL_1",2019,10,20
"BULL_1",2020,10,21
"BULL_1",2021,10,22
"BULL_1",2022,10,23
"BULL_3",2000,11,1
"BULL_3",2001,11,2
"BULL_3",2002,11,3
"BULL_3",2003,11,4
"BULL_3",2004,11,5
"BULL_3",2005,11,6
"BULL_3",2006,11,7
"BULL_3",2007,11,8
"BULL_3",2008,11,9
"BULL_3",2009,11,10
"BULL_3",2010,11,11
"BULL_3",2011,11,12
"BULL_3",2012,11,13
"BULL_3",2013,11,14
"BULL_3",2014,11,15
"BULL_3",2015,11,16
"BULL_3",2016,11,17
"BULL_3",2017,11,18
"BULL_3",2018,11,19
"BULL_3",2019,11,20
"BULL_3",2020,11,21
"BULL_3",2021,11,22
"BULL_3",2022,11,23
"BULL_6",2000,12,1
"BULL_6",2001,12,2
"BULL_6",2002,12,3
"BULL_6",2003,12,4
"BULL_6",2004,12,5
"BULL_6",2005,12,6
"BULL_6",2006,12,7
"BULL_6",2007,12,8
"BULL_6",2008,12,9
"BULL_6",2009,12,10
"BULL_6",2010,12,11
"BULL_6",2011,12,12
"BULL_6",2012,12,13
"BULL_6",2013,12,14
"BULL_6",2014,12,15
"BULL_6",2015,12,16
"BULL_6",2016,12,17
"BULL_6",2017,12,18
"BULL_6",2018,12,19
"BULL_6",2019,12,20
"BULL_6",2020,12,21
"BULL_6",2021,12,22
"BULL_6",2022,12,23
"CARP_1",2000,13,1
"CARP_1",2001,13,2
"CARP_1",2002,13,3
"CARP_1",2003,13,4
"CARP_1",2004,13,5
"CARP_1",2005,13,6
"CARP_1",2006,13,7
"CARP_1",2007,13,8
"CARP_1",2008,13,9
"CARP_1",2009,13,10
"CARP_1",2010,13,11
"CARP_1",2011,13,12
"CARP_1",2012,13,13
"CARP_1",2013,13,14
"CARP_1",2014,13,15
"CARP_1",2015,13,16
"CARP_1",2016,13,17
"CARP_1",2017,13,18
"CARP_1",2018,13,19
"CARP_1",2019,13,20
"CARP_1",2020,13,21
"CARP_1",2021,13,22
"CARP_1",2022,13,23
"CARP_2",2000,14,1
"CARP_2",2001,14,2
"CARP_2",2002,14,3
"CARP_2",2003,14,4
"CARP_2",2004,14,5
"CARP_2",2005,14,6
"CARP_2",2006,14,7
"CARP_2",2007,14,8
"CARP_2",2008,14,9
"CARP_2",2009,14,10
"CARP_2",2010,14,11
"CARP_2",2011,14,12
"CARP_2",2012,14,13
"CARP_2",2013,14,14
"CARP_2",2014,14,15
"CARP_2",2015,14,16
"CARP_2",2016,14,17
"CARP_2",2017,14,18
"CARP_2",2018,14,19
"CARP_2",2019,14,20
"CARP_2",2020,14,21
"CARP_2",2021,14,22
"CARP_2",2022,14,23
"CARP_3",2000,15,1
"CARP_3",2001,15,2
"CARP_3",2002,15,3
"CARP_3",2003,15,4
"CARP_3",2004,15,5
"CARP_3",2005,15,6
"CARP_3",2006,15,7
"CARP_3",2007,15,8
"CARP_3",2008,15,9
"CARP_3",2009,15,10
"CARP_3",2010,15,11
"CARP_3",2011,15,12
"CARP_3",2012,15,13
"CARP_3",2013,15,14
"CARP_3",2014,15,15
"CARP_3",2015,15,16
"CARP_3",2016,15,17
"CARP_3",2017,15,18
"CARP_3",2018,15,19
"CARP_3",2019,15,20
"CARP_3",2020,15,21
"CARP_3",2021,15,22
"CARP_3",2022,15,23
"CARP_4",2000,16,1
"CARP_4",2001,16,2
"CARP_4",2002,16,3
"CARP_4",2003,16,4
"CARP_4",2004,16,5
"CARP_4",2005,16,6
"CARP_4",2006,16,7
"CARP_4",2007,16,8
"CARP_4",2008,16,9
"CARP_4",2009,16,10
"CARP_4",2010,16,11
"CARP_4",2011,16,12
"CARP_4",2012,16,13
"CARP_4",2013,16,14
"CARP_4",2014,16,15
"CARP_4",2015,16,16
"CARP_4",2016,16,17
"CARP_4",2017,16,18
"CARP_4",2018,16,19
"CARP_4",2019,16,20
"CARP_4",2020,16,21
"CARP_4",2021,16,22
"CARP_4",2022,16,23
"CARP_5",2000,17,1
"CARP_5",2001,17,2
"CARP_5",2002,17,3
"CARP_5",2003,17,4
"CARP_5",2004,17,5
"CARP_5",2005,17,6
"CARP_5",2006,17,7
"CARP_5",2007,17,8
"CARP_5",2008,17,9
"CARP_5",2009,17,10
"CARP_5",2010,17,11
"CARP_5",2011,17,12
"CARP_5",2012,17,13
"CARP_5",2013,17,14
"CARP_5",2014,17,15
"CARP_5",2015,17,16
"CARP_5",2016,17,17
"CARP_5",2017,17,18
"CARP_5",2018,17,19
"CARP_5",2019,17,20
"CARP_5",2020,17,21
"CARP_5",2021,17,22
"CARP_5",2022,17,23
"CARP_6",2000,18,1
"CARP_6",2001,18,2
"CARP_6",2002,18,3
"CARP_6",2003,18,4
"CARP_6",2004,18,5
"CARP_6",2005,18,6
"CARP_6",2006,18,7
"CARP_6",2007,18,8
"CARP_6",2008,18,9
"CARP_6",2009,18,10
"CARP_6",2010,18,11
"CARP_6",2011,18,12
"CARP_6",2012,18,13
"CARP_6",2013,18,14
"CARP_6",2014,18,15
"CARP_6",2015,18,16
"CARP_6",2016,18,17
"CARP_6",2017,18,18
"CARP_6",2018,18,19
"CARP_6",2019,18,20
"CARP_6",2020,18,21
"CARP_6",2021,18,22
"CARP_6",2022,18,23
"CARP_7",2000,19,1
"CARP_7",2001,19,2
"CARP_7",2002,19,3
"CARP_7",2003,19,4
"CARP_7",2004,19,5
"CARP_7",2005,19,6
"CARP_7",2006,19,7
"CARP_7",2007,19,8
"CARP_7",2008,19,9
"CARP_7",2009,19,10
"CARP_7",2010,19,11
"CARP_7",2011,19,12
"CARP_7",2012,19,13
"CARP_7",2013,19,14
"CARP_7",2014,19,15
"CARP_7",2015,19,16
"CARP_7",2016,19,17
"CARP_7",2017,19,18
"CARP_7",2018,19,19
"CARP_7",2019,19,20
"CARP_7",2020,19,21
"CARP_7",2021,19,22
"CARP_7",2022,19,23
"CARP_8",2000,20,1
"CARP_8",2001,20,2
"CARP_8",2002,20,3
"CARP_8",2003,20,4
"CARP_8",2004,20,5
"CARP_8",2005,20,6
"CARP_8",2006,20,7
"CARP_8",2007,20,8
"CARP_8",2008,20,9
"CARP_8",2009,20,10
"CARP_8",2010,20,11
"CARP_8",2011,20,12
"CARP_8",2012,20,13
"CARP_8",2013,20,14
"CARP_8",2014,20,15
"CARP_8",2015,20,16
"CARP_8",2016,20,17
"CARP_8",2017,20,18
"CARP_8",2018,20,19
"CARP_8",2019,20,20
"CARP_8",2020,20,21
"CARP_8",2021,20,22
"CARP_8",2022,20,23
"GOLB_1",2001,21,2
"GOLB_1",2002,21,3
"GOLB_1",2003,21,4
"GOLB_1",2004,21,5
"GOLB_1",2005,21,6
"GOLB_1",2006,21,7
"GOLB_1",2007,21,8
"GOLB_1",2008,21,9
"GOLB_1",2009,21,10
"GOLB_1",2010,21,11
"GOLB_1",2011,21,12
"GOLB_1",2012,21,13
"GOLB_1",2013,21,14
"GOLB_1",2014,21,15
"GOLB_1",2015,21,16
"GOLB_1",2016,21,17
"GOLB_1",2017,21,18
"GOLB_1",2018,21,19
"GOLB_1",2019,21,20
"GOLB_1",2020,21,21
"GOLB_1",2021,21,22
"GOLB_1",2022,21,23
"GOLB_2",2001,22,2
"GOLB_2",2002,22,3
"GOLB_2",2003,22,4
"GOLB_2",2004,22,5
"GOLB_2",2005,22,6
"GOLB_2",2006,22,7
"GOLB_2",2007,22,8
"GOLB_2",2008,22,9
"GOLB_2",2009,22,10
"GOLB_2",2010,22,11
"GOLB_2",2011,22,12
"GOLB_2",2012,22,13
"GOLB_2",2013,22,14
"GOLB_2",2014,22,15
"GOLB_2",2015,22,16
"GOLB_2",2016,22,17
"GOLB_2",2017,22,18
"GOLB_2",2018,22,19
"GOLB_2",2019,22,20
"GOLB_2",2020,22,21
"GOLB_2",2021,22,22
"GOLB_2",2022,22,23
"IVEE_1",2001,23,2
"IVEE_1",2002,23,3
"IVEE_1",2003,23,4
"IVEE_1",2004,23,5
"IVEE_1",2005,23,6
"IVEE_1",2006,23,7
"IVEE_1",2007,23,8
"IVEE_1",2008,23,9
"IVEE_1",2009,23,10
"IVEE_1",2010,23,11
"IVEE_1",2011,23,12
"IVEE_1",2012,23,13
"IVEE_1",2013,23,14
"IVEE_1",2014,23,15
"IVEE_1",2015,23,16
"IVEE_1",2016,23,17
"IVEE_1",2017,23,18
"IVEE_1",2018,23,19
"IVEE_1",2019,23,20
"IVEE_1",2020,23,21
"IVEE_1",2021,23,22
"IVEE_1",2022,23,23
"IVEE_2",2001,24,2
"IVEE_2",2002,24,3
"IVEE_2",2003,24,4
"IVEE_2",2004,24,5
"IVEE_2",2005,24,6
"IVEE_2",2006,24,7
"IVEE_2",2007,24,8
"IVEE_2",2008,24,9
"IVEE_2",2009,24,10
"IVEE_2",2010,24,11
"IVEE_2",2011,24,12
"IVEE_2",2012,24,13
"IVEE_2",2013,24,14
"IVEE_2",2014,24,15
"IVEE_2",2015,24,16
"IVEE_2",2016,24,17
"IVEE_2",2017,24,18
"IVEE_2",2018,24,19
"IVEE_2",2019,24,20
"IVEE_2",2020,24,21
"IVEE_2",2021,24,22
"IVEE_2",2022,24,23
"IVEE_3",2011,25,12
"IVEE_3",2012,25,13
"IVEE_3",2013,25,14
"IVEE_3",2014,25,15
"IVEE_3",2015,25,16
"IVEE_3",2016,25,17
"IVEE_3",2017,25,18
"IVEE_3",2018,25,19
"IVEE_3",2019,25,20
"IVEE_3",2020,25,21
"IVEE_3",2021,25,22
"IVEE_3",2022,25,23
"IVEE_5",2011,26,12
"IVEE_5",2012,26,13
"IVEE_5",2013,26,14
"IVEE_5",2014,26,15
"IVEE_5",2015,26,16
"IVEE_5",2016,26,17
"IVEE_5",2017,26,18
"IVEE_5",2018,26,19
"IVEE_5",2019,26,20
"IVEE_5",2020,26,21
"IVEE_5",2021,26,22
"IVEE_5",2022,26,23
"IVEE_6",2011,27,12
"IVEE_6",2012,27,13
"IVEE_6",2013,27,14
"IVEE_6",2014,27,15
"IVEE_6",2015,27,16
"IVEE_6",2016,27,17
"IVEE_6",2017,27,18
"IVEE_6",2018,27,19
"IVEE_6",2019,27,20
"IVEE_6",2020,27,21
"IVEE_6",2021,27,22
"IVEE_6",2022,27,23
"IVEE_7",2011,28,12
"IVEE_7",2012,28,13
"IVEE_7",2013,28,14
"IVEE_7",2014,28,15
"IVEE_7",2015,28,16
"IVEE_7",2016,28,17
"IVEE_7",2017,28,18
"IVEE_7",2018,28,19
"IVEE_7",2019,28,20
"IVEE_7",2020,28,21
"IVEE_7",2021,28,22
"IVEE_7",2022,28,23
"IVEE_8",2011,29,12
"IVEE_8",2012,29,13
"IVEE_8",2013,29,14
"IVEE_8",2014,29,15
"IVEE_8",2015,29,16
"IVEE_8",2016,29,17
"IVEE_8",2017,29,18
"IVEE_8",2018,29,19
"IVEE_8",2019,29,20
"IVEE_8",2020,29,21
"IVEE_8",2021,29,22
"IVEE_8",2022,29,23
"MOHK_1",2002,30,3
"MOHK_1",2003,30,4
"MOHK_1",2004,30,5
"MOHK_1",2005,30,6
"MOHK_1",2006,30,7
"MOHK_1",2007,30,8
"MOHK_1",2008,30,9
"MOHK_1",2009,30,10
"MOHK_1",2010,30,11
"MOHK_1",2011,30,12
"MOHK_1",2012,30,13
"MOHK_1",2013,30,14
"MOHK_1",2014,30,15
"MOHK_1",2015,30,16
"MOHK_1",2016,30,17
"MOHK_1",2017,30,18
"MOHK_1",2018,30,19
"MOHK_1",2019,30,20
"MOHK_1",2020,30,21
"MOHK_1",2021,30,22
"MOHK_1",2022,30,23
"MOHK_2",2001,31,2
"MOHK_2",2002,31,3
"MOHK_2",2003,31,4
"MOHK_2",2004,31,5
"MOHK_2",2005,31,6
"MOHK_2",2006,31,7
"MOHK_2",2007,31,8
"MOHK_2",2008,31,9
"MOHK_2",2009,31,10
"MOHK_2",2010,31,11
"MOHK_2",2011,31,12
"MOHK_2",2012,31,13
"MOHK_2",2013,31,14
"MOHK_2",2014,31,15
"MOHK_2",2015,31,16
"MOHK_2",2016,31,17
"MOHK_2",2017,31,18
"MOHK_2",2018,31,19
"MOHK_2",2019,31,20
"MOHK_2",2020,31,21
"MOHK_2",2021,31,22
"MOHK_2",2022,31,23
"NAPL_1",2000,32,1
"NAPL_1",2001,32,2
"NAPL_1",2002,32,3
"NAPL_1",2003,32,4
"NAPL_1",2004,32,5
"NAPL_1",2005,32,6
"NAPL_1",2006,32,7
"NAPL_1",2007,32,8
"NAPL_1",2008,32,9
"NAPL_1",2009,32,10
"NAPL_1",2010,32,11
"NAPL_1",2011,32,12
"NAPL_1",2012,32,13
"NAPL_1",2013,32,14
"NAPL_1",2014,32,15
"NAPL_1",2015,32,16
"NAPL_1",2016,32,17
"NAPL_1",2017,32,18
"NAPL_1",2018,32,19
"NAPL_1",2019,32,20
"NAPL_1",2020,32,21
"NAPL_1",2021,32,22
"NAPL_1",2022,32,23
"NAPL_2",2000,33,1
"NAPL_2",2001,33,2
"NAPL_2",2002,33,3
"NAPL_2",2003,33,4
"NAPL_2",2004,33,5
"NAPL_2",2005,33,6
"NAPL_2",2006,33,7
"NAPL_2",2007,33,8
"NAPL_2",2008,33,9
"NAPL_2",2009,33,10
"NAPL_2",2010,33,11
"NAPL_2",2011,33,12
"NAPL_2",2012,33,13
"NAPL_2",2013,33,14
"NAPL_2",2014,33,15
"NAPL_2",2015,33,16
"NAPL_2",2016,33,17
"NAPL_2",2017,33,18
"NAPL_2",2018,33,19
"NAPL_2",2019,33,20
"NAPL_2",2020,33,21
"NAPL_2",2021,33,22
"NAPL_2",2022,33,23
"NAPL_3",2000,34,1
"NAPL_3",2001,34,2
"NAPL_3",2002,34,3
"NAPL_3",2003,34,4
"NAPL_3",2004,34,5
"NAPL_3",2005,34,6
"NAPL_3",2006,34,7
"NAPL_3",2007,34,8
"NAPL_3",2008,34,9
"NAPL_3",2009,34,10
"NAPL_3",2010,34,11
"NAPL_3",2011,34,12
"NAPL_3",2012,34,13
"NAPL_3",2013,34,14
"NAPL_3",2014,34,15
"NAPL_3",2015,34,16
"NAPL_3",2016,34,17
"NAPL_3",2017,34,18
"NAPL_3",2018,34,19
"NAPL_3",2019,34,20
"NAPL_3",2020,34,21
"NAPL_3",2021,34,22
"NAPL_3",2022,34,23
"NAPL_4",2000,35,1
"NAPL_4",2001,35,2
"NAPL_4",2002,35,3
"NAPL_4",2003,35,4
"NAPL_4",2004,35,5
"NAPL_4",2005,35,6
"NAPL_4",2006,35,7
"NAPL_4",2007,35,8
"NAPL_4",2008,35,9
"NAPL_4",2009,35,10
"NAPL_4",2010,35,11
"NAPL_4",2011,35,12
"NAPL_4",2012,35,13
"NAPL_4",2013,35,14
"NAPL_4",2014,35,15
"NAPL_4",2015,35,16
"NAPL_4",2016,35,17
"NAPL_4",2017,35,18
"NAPL_4",2018,35,19
"NAPL_4",2019,35,20
"NAPL_4",2020,35,21
"NAPL_4",2021,35,22
"NAPL_4",2022,35,23
"NAPL_5",2000,36,1
"NAPL_5",2001,36,2
"NAPL_5",2002,36,3
"NAPL_5",2003,36,4
"NAPL_5",2004,36,5
"NAPL_5",2005,36,6
"NAPL_5",2006,36,7
"NAPL_5",2007,36,8
"NAPL_5",2008,36,9
"NAPL_5",2009,36,10
"NAPL_5",2010,36,11
"NAPL_5",2011,36,12
"NAPL_5",2012,36,13
"NAPL_5",2013,36,14
"NAPL_5",2014,36,15
"NAPL_5",2015,36,16
"NAPL_5",2016,36,17
"NAPL_5",2017,36,18
"NAPL_5",2018,36,19
"NAPL_5",2019,36,20
"NAPL_5",2020,36,21
"NAPL_5",2021,36,22
"NAPL_5",2022,36,23
"NAPL_6",2000,37,1
"NAPL_6",2001,37,2
"NAPL_6",2002,37,3
"NAPL_6",2003,37,4
"NAPL_6",2004,37,5
"NAPL_6",2005,37,6
"NAPL_6",2006,37,7
"NAPL_6",2007,37,8
"NAPL_6",2008,37,9
"NAPL_6",2009,37,10
"NAPL_6",2010,37,11
"NAPL_6",2011,37,12
"NAPL_6",2012,37,13
"NAPL_6",2013,37,14
"NAPL_6",2014,37,15
"NAPL_6",2015,37,16
"NAPL_6",2016,37,17
"NAPL_6",2017,37,18
"NAPL_6",2018,37,19
"NAPL_6",2019,37,20
"NAPL_6",2020,37,21
"NAPL_6",2021,37,22
"NAPL_6",2022,37,23
"NAPL_7",2000,38,1
"NAPL_7",2001,38,2
"NAPL_7",2002,38,3
"NAPL_7",2003,38,4
"NAPL_7",2004,38,5
"NAPL_7",2005,38,6
"NAPL_7",2006,38,7
"NAPL_7",2007,38,8
"NAPL_7",2008,38,9
"NAPL_7",2009,38,10
"NAPL_7",2010,38,11
"NAPL_7",2011,38,12
"NAPL_7",2012,38,13
"NAPL_7",2013,38,14
"NAPL_7",2014,38,15
"NAPL_7",2015,38,16
"NAPL_7",2016,38,17
"NAPL_7",2017,38,18
"NAPL_7",2018,38,19
"NAPL_7",2019,38,20
"NAPL_7",2020,38,21
"NAPL_7",2021,38,22
"NAPL_7",2022,38,23
"NAPL_8",2000,39,1
"NAPL_8",2001,39,2
"NAPL_8",2002,39,3
"NAPL_8",2003,39,4
"NAPL_8",2004,39,5
"NAPL_8",2005,39,6
"NAPL_8",2006,39,7
"NAPL_8",2007,39,8
"NAPL_8",2008,39,9
"NAPL_8",2009,39,10
"NAPL_8",2010,39,11
"NAPL_8",2011,39,12
"NAPL_8",2012,39,13
"NAPL_8",2013,39,14
"NAPL_8",2014,39,15
"NAPL_8",2015,39,16
"NAPL_8",2016,39,17
"NAPL_8",2017,39,18
"NAPL_8",2018,39,19
"NAPL_8",2019,39,20
"NAPL_8",2020,39,21
"NAPL_8",2021,39,22
"NAPL_8",2022,39,23
"SCDI_2",2004,40,5
"SCDI_2",2005,40,6
"SCDI_2",2006,40,7
"SCDI_2",2007,40,8
"SCDI_2",2008,40,9
"SCDI_2",2009,40,10
"SCDI_2",2010,40,11
"SCDI_2",2011,40,12
"SCDI_2",2012,40,13
"SCDI_2",2013,40,14
"SCDI_2",2014,40,15
"SCDI_2",2015,40,16
"SCDI_2",2016,40,17
"SCDI_2",2017,40,18
"SCDI_2",2018,40,19
"SCDI_2",2019,40,20
"SCDI_2",2020,40,21
"SCDI_2",2021,40,22
"SCDI_2",2022,40,23
"SCDI_3",2004,41,5
"SCDI_3",2005,41,6
"SCDI_3",2006,41,7
"SCDI_3",2007,41,8
"SCDI_3",2008,41,9
"SCDI_3",2009,41,10
"SCDI_3",2010,41,11
"SCDI_3",2011,41,12
"SCDI_3",2012,41,13
"SCDI_3",2013,41,14
"SCDI_3",2014,41,15
"SCDI_3",2015,41,16
"SCDI_3",2016,41,17
"SCDI_3",2017,41,18
"SCDI_3",2018,41,19
"SCDI_3",2019,41,20
"SCDI_3",2020,41,21
"SCDI_3",2021,41,22
"SCDI_3",2022,41,23
"SCTW_2",2004,42,5
"SCTW_2",2005,42,6
"SCTW_2",2006,42,7
"SCTW_2",2007,42,8
"SCTW_2",2008,42,9
"SCTW_2",2009,42,10
"SCTW_2",2010,42,11
"SCTW_2",2011,42,12
"SCTW_2",2012,42,13
"SCTW_2",2013,42,14
"SCTW_2",2014,42,15
"SCTW_2",2015,42,16
"SCTW_2",2016,42,17
"SCTW_2",2017,42,18
"SCTW_2",2018,42,19
"SCTW_2",2019,42,20
"SCTW_2",2020,42,21
"SCTW_2",2021,42,22
"SCTW_2",2022,42,23
"SCTW_3",2004,43,5
"SCTW_3",2005,43,6
"SCTW_3",2006,43,7
"SCTW_3",2007,43,8
"SCTW_3",2008,43,9
"SCTW_3",2009,43,10
"SCTW_3",2010,43,11
"SCTW_3",2011,43,12
"SCTW_3",2012,43,13
"SCTW_3",2013,43,14
"SCTW_3",2014,43,15
"SCTW_3",2015,43,16
"SCTW_3",2016,43,17
"SCTW_3",2017,43,18
"SCTW_3",2018,43,19
"SCTW_3",2019,43,20
"SCTW_3",2020,43,21
"SCTW_3",2021,43,22
"SCTW_3",2022,43,23
